SlNo,Name,CustID,Number of Credit Cards,Age,Gender,MaritalStatus,AnnualSalary,MonthlyCCUsage
1968,Joe,701496,4,29,F,Married,"3,28,561",High(<75%)
1969,Devyn,701523,6,64,M,Married,"73,332",High(<75%)
1970,Braeden,701857,3,36,M,Never Married,"8,83,417",High(<75%)
1971,Clayton,701875,1,70,F,Married,"8,90,973",High(<75%)
1972,Finn,702018,2,42,M,Divorced,"8,35,232",High(<75%)
1973,Ahmed,702062,4,68,M,Married,"4,57,742",High(<75%)
1974,Darnell,702200,4,26,M,Never Married,"4,63,615",High(<75%)
1975,Cornelius,702785,2,39,M,Never Married,"5,20,467",High(<75%)
1976,Isaak,702983,7,60,M,Never Married,"2,26,930",High(<75%)
1977,Aisha,702998,2,30,M,Never Married,"8,65,735",High(<75%)
1978,Jase,703087,4,42,M,Divorced,"6,10,580",High(<75%)
1979,Allan,703406,1,51,M,Never Married,"3,09,658",High(<75%)
1980,Aidan,703534,7,46,M,Married,"7,53,521",High(<75%)
1981,Giovanny,704121,10,51,M,Never Married,"8,30,178",High(<75%)
1982,Diamond,704361,2,36,M,Married,"7,89,767",High(<75%)
1983,Chelsey,704965,2,64,M,Married,"2,78,734",High(<75%)
1984,Guy,705041,3,67,F,Divorced,"5,39,467",High(<75%)
1985,Felipe,705712,9,63,M,Married,"7,54,703",High(<75%)
1986,Christy,706564,2,67,M,Married,"7,44,848",High(<75%)
1987,Brooklynn,706682,3,60,M,Married,"2,69,113",High(<75%)
1988,Ian,706854,4,23,F,Never Married,"4,95,399",High(<75%)
1989,Alexa,707199,8,61,F,Married,"2,71,199",High(<75%)
1990,Jamal,707575,4,21,M,Divorced,"3,00,104",High(<75%)
1991,Garret,707822,4,64,M,Divorced,"7,52,758",High(<75%)
1992,Brandy,709201,6,26,M,Married,"5,03,822",High(<75%)
1993,Dalton,709295,3,35,M,Divorced,"2,36,853",High(<75%)
1994,Carley,709345,6,40,M,Never Married,"1,37,315",High(<75%)
1995,Journey,709401,8,56,M,Married,"58,579",High(<75%)
1996,Gannon,709505,2,59,F,Married,"1,45,934",High(<75%)
1997,Josie,709680,2,21,M,Married,"58,479",High(<75%)
1998,Giovanni,709769,8,32,M,Married,"3,23,237",High(<75%)
1999,Cierra,709780,2,24,M,Married,"8,84,691",High(<75%)
2000,Jasmin,710861,5,28,M,Never Married,"7,04,843",High(<75%)
2001,Eduardo,710862,6,57,M,Never Married,"6,68,493",High(<75%)
2002,Benjamin,710875,3,47,M,Divorced,"2,73,141",High(<75%)
2003,Cason,710893,2,61,F,Married,"1,29,750",High(<75%)
2004,Jessie,711567,8,19,M,Married,"9,50,419",High(<75%)
2005,Dylan,711680,6,48,F,Divorced,"5,70,558",High(<75%)
2006,Allen,712266,3,65,M,Never Married,"6,55,419",High(<75%)
2007,Jason,712773,6,47,M,Married,"7,62,048",High(<75%)
2008,Devon,713019,7,39,F,Never Married,"6,49,412",High(<75%)
2009,Elyse,713094,5,31,M,Never Married,"9,03,926",High(<75%)
2010,Elvin,713188,6,32,M,Married,"9,98,505",High(<75%)
2011,Gianna,713837,4,44,M,Married,"3,34,128",High(<75%)
2012,Jaime,713894,8,63,M,Married,"7,67,187",High(<75%)
2013,Emmett,713931,3,27,M,Never Married,"5,11,472",High(<75%)
2014,Adriana,714187,4,27,M,Married,"1,06,470",High(<75%)
2015,Catherine,714206,5,18,M,Never Married,"7,68,794",High(<75%)
2016,Erin,714483,1,47,M,Never Married,"5,42,682",High(<75%)
2017,Janelle,715114,3,68,M,Married,"1,43,752",High(<75%)
2018,Braedon,715468,2,61,F,Married,"8,67,320",High(<75%)
2019,Bobby,716223,2,30,M,Married,"5,68,044",High(<75%)
2020,Dakota,716245,2,19,M,Never Married,"5,56,418",High(<75%)
2021,Berenice,716258,1,62,M,Married,"2,19,942",High(<75%)
2022,Emilio,716361,5,41,M,Never Married,"4,90,356",High(<75%)
2023,Houston,717035,7,70,M,Never Married,"5,75,882",High(<75%)
2024,Chad,717266,5,68,M,Never Married,"3,12,146",High(<75%)
2025,Josue,717342,5,42,M,Never Married,"9,86,961",High(<75%)
2026,German,717431,1,51,M,Married,"1,19,975",High(<75%)
2027,Dontae,717465,5,18,M,Married,"6,08,186",High(<75%)
2028,Aaron,718143,5,31,M,Married,"6,40,802",High(<75%)
2029,Harmony,718369,6,42,M,Divorced,"8,46,731",High(<75%)
2030,Clare,718413,5,36,M,Married,"2,61,984",High(<75%)
2031,Emely,718566,6,24,M,Married,"7,12,585",High(<75%)
2032,Dallas,718757,4,60,M,Married,"6,16,245",High(<75%)
2033,Jaheim,718832,6,30,M,Divorced,"2,54,266",High(<75%)
2034,Felicia,718992,4,64,M,Married,"3,82,148",High(<75%)
2035,Bryant,719207,2,66,M,Married,"7,51,347",High(<75%)
2036,Holden,719237,3,42,F,Married,"3,94,068",High(<75%)
2037,Alonso,719449,5,50,F,Married,"5,59,677",High(<75%)
2038,Blaze,719513,10,40,F,Married,"2,09,603",High(<75%)
2039,Gunner,720364,6,20,M,Never Married,"9,55,595",High(<75%)
2040,Alex ,720398,5,39,M,Married,"8,58,761",High(<75%)
2041,Fabiola,720430,4,58,M,Never Married,"9,72,937",High(<75%)
2042,Gunnar,720446,3,47,F,Married,"6,55,596",High(<75%)
2043,Calista,720906,4,50,M,Never Married,"6,53,214",High(<75%)
2044,Dante,721330,8,61,F,Divorced,"7,72,520",High(<75%)
2045,Garrison,721342,7,60,F,Never Married,"5,96,105",High(<75%)
2046,Agustin,721344,3,41,M,Married,"5,57,422",High(<75%)
2047,Glen,721563,3,18,F,Married,"6,80,896",High(<75%)
2048,Alejandro,722020,5,51,F,Married,"3,36,333",High(<75%)
2049,Daniel,722069,4,28,F,Divorced,"2,87,181",High(<75%)
2050,Haley,722354,3,67,M,Divorced,"1,21,309",High(<75%)
2051,Jeremy,722515,5,25,M,Divorced,"1,98,065",High(<75%)
2052,Braiden,722694,4,48,F,Married,"3,31,844",High(<75%)
2053,Antonio,722944,6,58,M,Married,"3,47,499",High(<75%)
2054,Esther,722968,4,44,F,Married,"4,87,453",High(<75%)
2055,Elyse,723232,3,57,M,Married,"5,02,115",High(<75%)
2056,Jasper,723420,7,67,M,Never Married,"5,54,658",High(<75%)
2057,Elaine,723521,5,35,F,Never Married,"3,05,746",High(<75%)
2058,Christa,723524,4,32,M,Married,"2,21,245",High(<75%)
2059,Jaeden,723572,10,32,M,Married,"1,49,299",High(<75%)
2060,Jeanette,724281,8,23,F,Never Married,"6,25,410",High(<75%)
2061,Aisha,724583,8,39,M,Never Married,"7,60,721",High(<75%)
2062,Eden,724730,7,26,F,Never Married,"8,42,900",High(<75%)
2063,Jessie,724819,2,38,M,Never Married,"8,11,978",High(<75%)
2064,Joanna,725188,6,46,M,Married,"5,23,537",High(<75%)
2065,Emma,725491,1,59,M,Divorced,"6,29,947",High(<75%)
2066,Ivan,726059,6,25,F,Never Married,"9,49,159",High(<75%)
2067,Cason,726233,3,23,M,Never Married,"2,13,229",High(<75%)
2068,Israel,726592,8,28,M,Divorced,"7,97,270",High(<75%)
2069,Aaron,726827,2,34,M,Married,"6,89,156",High(<75%)
2070,Brendon,726843,10,69,M,Divorced,"3,50,709",High(<75%)
2071,Eileen,726945,7,47,M,Married,"6,86,743",High(<75%)
2072,Darrion,727830,4,51,F,Never Married,"9,07,023",High(<75%)
2073,Alfred,728057,7,28,M,Married,"2,16,352",High(<75%)
2074,Damon,728792,5,70,F,Married,"9,80,605",High(<75%)
2075,Christiana,728829,5,62,F,Married,"6,22,419",High(<75%)
2076,Gilberto,728875,5,44,M,Never Married,"5,34,691",High(<75%)
2077,Diamond,729416,3,24,M,Never Married,"4,05,275",High(<75%)
2078,Breana,730303,3,36,M,Divorced,"6,15,757",High(<75%)
2079,Isaiah,730753,6,54,M,Divorced,"2,58,683",High(<75%)
2080,Jarred,730770,3,56,M,Divorced,"4,23,759",High(<75%)
2081,Jeremy,730822,7,26,M,Never Married,"2,03,036",High(<75%)
2082,Francis,730843,3,32,M,Married,"4,90,534",High(<75%)
2083,Hana,730948,2,49,M,Never Married,"2,29,286",High(<75%)
2084,Johnny,730994,5,27,F,Married,"9,43,517",High(<75%)
2085,Joanna,731038,2,59,M,Divorced,"5,39,685",High(<75%)
2086,Joselyn,731129,3,29,F,Married,"4,06,439",High(<75%)
2087,Adrian,731189,8,32,M,Married,"8,81,235",High(<75%)
2088,Darren,731380,5,34,F,Married,"9,42,079",High(<75%)
2089,Jorden,732438,3,62,M,Never Married,"9,75,103",High(<75%)
2090,Carolyn,732453,4,35,F,Never Married,"1,06,423",High(<75%)
2091,John,732536,5,65,M,Married,"5,72,933",High(<75%)
2092,Hayley,732575,9,47,M,Married,"2,12,608",High(<75%)
2093,Clinton,732895,3,32,M,Married,"4,91,748",High(<75%)
2094,Justice,733290,1,48,F,Married,"9,04,823",High(<75%)
2095,Abbie,733476,6,30,M,Never Married,"5,15,253",High(<75%)
2096,Eliseo,733981,3,47,M,Married,"6,35,419",High(<75%)
2097,Ibrahim,734198,3,70,F,Married,"9,27,996",High(<75%)
2098,Aditya,734363,6,52,M,Divorced,"6,55,950",High(<75%)
2099,Carson,734694,9,62,F,Married,"7,87,492",High(<75%)
2100,Antoine,735166,6,26,M,Never Married,"5,36,261",High(<75%)
2101,Arnold,735378,1,39,F,Never Married,"52,235",High(<75%)
2102,Alex ,735385,4,50,M,Never Married,"9,61,722",High(<75%)
2103,Devyn,735607,9,53,F,Divorced,"8,33,467",High(<75%)
2104,Jacoby,735661,6,66,F,Married,"7,66,007",High(<75%)
2105,Alexys,736276,3,65,M,Married,"7,07,858",High(<75%)
2106,Jasmyn,736744,10,55,F,Divorced,"7,32,190",High(<75%)
2107,Heath,736781,2,50,F,Never Married,"9,31,289",High(<75%)
2108,Ainsley,736970,5,39,F,Never Married,"1,55,081",High(<75%)
2109,Alexandrea,737040,4,33,M,Never Married,"1,52,971",High(<75%)
2110,Everett,737698,2,51,M,Never Married,"6,14,363",High(<75%)
2111,Collin,737894,4,52,F,Divorced,"3,36,111",High(<75%)
2112,Brenna,738316,5,60,M,Divorced,"5,35,691",High(<75%)
2113,Josephine,739817,9,59,F,Married,"81,916",High(<75%)
2114,Jimmy,740094,5,44,M,Married,"6,26,782",High(<75%)
2115,Alvaro,740518,6,65,M,Married,"9,98,951",High(<75%)
2116,Alejandro,740977,3,48,F,Married,"5,54,041",High(<75%)
2117,Itzel,741353,1,34,M,Never Married,"5,84,763",High(<75%)
2118,Iliana,741928,7,60,F,Married,"5,60,543",High(<75%)
2119,Grady,742780,8,60,F,Never Married,"6,19,410",High(<75%)
2120,India,742828,5,36,M,Married,"7,36,244",High(<75%)
2121,Giana,742946,9,29,M,Never Married,"5,31,368",High(<75%)
2122,Devante,743178,9,20,F,Married,"3,46,584",High(<75%)
2123,Gabriela,743907,2,28,M,Married,"6,59,051",High(<75%)
2124,Darlene,744125,10,26,M,Never Married,"9,01,563",High(<75%)
2125,Brandi,744254,5,54,M,Divorced,"5,02,001",High(<75%)
2126,India,744819,1,43,M,Married,"8,84,235",High(<75%)
2127,Gretchen,744824,8,20,F,Married,"5,91,350",High(<75%)
2128,Connor,745029,3,63,F,Married,"6,31,393",High(<75%)
2129,Carl,745056,6,62,M,Married,"2,42,092",High(<75%)
2130,Adrian,745163,3,20,F,Married,"7,23,015",High(<75%)
2131,Francis,745532,10,21,M,Married,"96,526",High(<75%)
2132,Candice,746087,6,57,M,Married,"6,62,418",High(<75%)
2133,Esperanza,746457,6,38,M,Married,"9,06,246",High(<75%)
2134,Dulce,746475,3,28,F,Divorced,"7,50,413",High(<75%)
2135,Cordell,746886,6,65,M,Married,"5,85,405",High(<75%)
2136,Jaeden,747867,3,31,M,Never Married,"8,25,214",High(<75%)
2137,Abel,748634,4,38,M,Married,"7,01,008",High(<75%)
2138,Casandra,748664,5,44,M,Married,"9,86,600",High(<75%)
2139,Jett,748903,1,23,M,Married,"6,59,989",High(<75%)
2140,Deon,749500,3,42,F,Never Married,"3,45,261",High(<75%)
2141,Breonna,749522,5,53,F,Married,"8,39,739",High(<75%)
2142,Bryan,749918,2,62,M,Married,"4,54,337",High(<75%)
2143,Frances,749955,4,57,F,Never Married,"82,360",High(<75%)
2144,Brianna,750207,10,32,F,Married,"7,85,491",High(<75%)
2145,Isaias,750396,9,39,F,Married,"4,75,211",High(<75%)
2146,Jessie,750498,2,27,M,Married,"5,44,195",High(<75%)
2147,Diana,750781,4,35,F,Married,"3,19,943",High(<75%)
2148,Brayan,751093,3,54,M,Married,"64,827",High(<75%)
2149,Abagail,751099,4,31,F,Divorced,"6,35,184",High(<75%)
2150,Deon,751363,3,66,M,Never Married,"2,50,201",High(<75%)
2151,Jack,751482,1,38,M,Married,"4,65,289",High(<75%)
2152,Cole,751502,3,25,M,Married,"8,34,250",High(<75%)
2153,Judith,751848,7,25,M,Divorced,"1,03,639",High(<75%)
2154,Emerson,752653,5,63,F,Never Married,"2,30,476",High(<75%)
2155,Justin,752879,7,29,M,Never Married,"54,745",High(<75%)
2156,Isabel,753062,2,19,F,Never Married,"1,78,131",High(<75%)
2157,Alexys,753353,3,54,M,Married,"8,99,386",High(<75%)
2158,Deanna,753675,6,61,M,Divorced,"5,34,406",High(<75%)
2159,Daniela,754106,3,48,F,Married,"2,24,894",High(<75%)
2160,Arjun,754212,1,63,M,Married,"1,38,051",High(<75%)
2161,Abril,754265,7,20,M,Married,"9,10,060",High(<75%)
2162,Haylie,754503,5,48,M,Married,"9,36,370",High(<75%)
2163,Courtney,754541,6,20,M,Never Married,"6,84,966",High(<75%)
2164,Alana,754831,5,49,F,Divorced,"67,202",High(<75%)
2165,Clark,755107,7,36,F,Married,"9,54,615",High(<75%)
2166,Cameron,755256,1,69,M,Married,"8,46,325",High(<75%)
2167,Dakota,755255,7,64,M,Married,"1,53,664",High(<75%)
2168,Aidan,755291,5,21,F,Married,"7,04,675",High(<75%)
2169,Jolie,755527,9,25,F,Married,"9,99,132",High(<75%)
2170,Aisha,757644,6,46,F,Married,"3,73,190",High(<75%)
2171,Jeremy,757703,5,31,F,Divorced,"9,12,987",High(<75%)
2172,Juliet,758184,8,53,F,Never Married,"5,56,567",High(<75%)
2173,Fiona,758231,10,35,M,Married,"1,09,886",High(<75%)
2174,Joe,758626,1,23,F,Never Married,"6,17,592",High(<75%)
2175,Damion,759101,5,65,M,Never Married,"2,49,668",High(<75%)
2176,Deshaun,759229,6,19,M,Never Married,"9,98,692",High(<75%)
2177,Desirae,759395,4,58,F,Married,"61,649",High(<75%)
2178,Ireland,759501,10,49,M,Never Married,"6,67,553",High(<75%)
2179,Hailee,759516,3,54,F,Married,"7,52,351",High(<75%)
2180,Bryant,759574,9,30,F,Never Married,"6,07,541",High(<75%)
2181,Jack,759617,4,18,M,Married,"4,48,131",High(<75%)
2182,Jaquez,759953,4,23,M,Married,"6,29,171",High(<75%)
2183,Cadence,760188,5,48,F,Married,"5,89,838",High(<75%)
2184,Estefani,760579,4,25,M,Married,"2,93,429",High(<75%)
2185,Josephine,761920,9,18,F,Divorced,"2,11,599",High(<75%)
2186,Ben,762558,4,50,F,Never Married,"9,58,427",High(<75%)
2187,Clifford,762690,4,48,F,Married,"88,827",High(<75%)
2188,Abigail,762704,4,57,M,Married,"6,90,792",High(<75%)
2189,Alanna,762853,3,45,M,Divorced,"53,506",High(<75%)
2190,Darnell,762998,1,55,F,Married,"5,50,856",High(<75%)
2191,Jorden,763492,7,43,M,Never Married,"7,41,403",High(<75%)
2192,Damion,763782,6,24,M,Divorced,"7,30,292",High(<75%)
2193,Anton,763958,2,58,F,Married,"94,171",High(<75%)
2194,Carlee,764141,2,54,F,Married,"7,67,094",High(<75%)
2195,Fernanda,765385,2,30,M,Married,"4,25,055",High(<75%)
2196,Conrad,765464,4,43,M,Never Married,"8,44,541",High(<75%)
2197,Andres,766091,4,64,M,Never Married,"5,35,409",High(<75%)
2198,Hector,766407,8,21,M,Divorced,"2,13,316",High(<75%)
2199,Alfredo,766524,7,66,M,Divorced,"3,33,144",High(<75%)
2200,Alonso,767080,3,69,M,Never Married,"7,39,594",High(<75%)
2201,Alvaro,767906,2,47,M,Never Married,"7,86,187",High(<75%)
2202,Anderson,768388,4,31,M,Never Married,"5,99,657",High(<75%)
2203,Donte,768535,5,64,M,Married,"3,91,395",High(<75%)
2204,Akira,768550,4,40,F,Never Married,"8,90,544",High(<75%)
2205,Dania,768693,1,68,M,Never Married,"4,50,433",High(<75%)
2206,Jeff,768914,4,61,M,Married,"8,70,876",High(<75%)
2207,Adrienne,769125,4,43,M,Married,"3,79,491",High(<75%)
2208,Ezra,769416,3,61,F,Married,"6,27,134",High(<75%)
2209,Hayley,769805,3,63,M,Married,"4,43,396",High(<75%)
2210,Gerardo,769837,1,58,F,Never Married,"3,66,210",High(<75%)
2211,Frankie,770914,7,69,F,Married,"4,08,987",High(<75%)
2212,Glen,770919,3,31,F,Married,"9,08,174",High(<75%)
2213,Jamari,771424,4,47,M,Divorced,"89,041",High(<75%)
2214,Faith,771453,5,66,M,Divorced,"6,68,502",High(<75%)
2215,Alexia,771952,5,67,M,Never Married,"4,51,727",High(<75%)
2216,Jillian,772344,5,64,M,Married,"8,94,698",High(<75%)
2217,Hudson,772572,3,24,M,Married,"4,04,187",High(<75%)
2218,Cecilia,772599,9,39,F,Married,"2,45,758",High(<75%)
2219,Junior,772860,10,33,F,Never Married,"5,76,787",High(<75%)
2220,Heaven,773049,8,66,M,Never Married,"9,65,826",High(<75%)
2221,Erica,773719,5,40,M,Divorced,"9,05,724",High(<75%)
2222,Edgar,773911,10,28,F,Married,"3,44,088",High(<75%)
2223,Jordyn,774195,5,47,M,Never Married,"9,85,841",High(<75%)
2224,Daniela,774697,4,37,M,Married,"4,58,405",High(<75%)
2225,Devyn,774734,4,41,M,Never Married,"5,70,089",High(<75%)
2226,Brayden,775140,8,40,F,Married,"8,99,188",High(<75%)
2227,Benjamin,775372,2,56,M,Married,"6,03,746",High(<75%)
2228,Cecelia,775538,2,35,M,Married,"5,38,616",High(<75%)
2229,Allen,775708,5,46,M,Divorced,"9,33,872",High(<75%)
2230,Clayton,776021,5,53,F,Never Married,"1,94,521",High(<75%)
2231,Caitlin,776035,3,35,M,Married,"4,06,649",High(<75%)
2232,Cael,776072,5,20,F,Married,"9,99,174",High(<75%)
2233,Carlos,776340,4,66,F,Married,"7,53,025",High(<75%)
2234,Jimmy,776450,3,68,M,Married,"8,17,879",High(<75%)
2235,Alexis,776762,5,30,M,Married,"8,69,527",High(<75%)
2236,Glenn,776995,2,60,M,Never Married,"4,82,728",High(<75%)
2237,Derrick,777011,3,40,M,Never Married,"9,75,555",High(<75%)
2238,Hayden,777051,5,47,M,Married,"4,11,316",High(<75%)
2239,Jakobe,777194,3,24,M,Married,"1,73,409",High(<75%)
2240,Julie,777720,7,26,M,Divorced,"1,49,185",High(<75%)
2241,Derick,778772,6,34,F,Married,"1,46,679",High(<75%)
2242,Bianca,778902,1,43,F,Divorced,"1,98,354",High(<75%)
2243,Irvin,779197,7,48,M,Married,"89,849",High(<75%)
2244,Eliseo,780588,2,35,M,Married,"1,73,240",High(<75%)
2245,Gilberto,780906,5,48,M,Never Married,"3,17,365",High(<75%)
2246,Jordy,780921,9,45,M,Married,"7,79,482",High(<75%)
2247,Abbigail,781274,8,58,F,Never Married,"2,96,638",High(<75%)
2248,Alessandro,781421,9,65,M,Married,"6,96,489",High(<75%)
2249,Evan,781508,1,40,M,Married,"77,207",High(<75%)
2250,Alena,781580,4,46,M,Never Married,"1,53,086",High(<75%)
2251,Emerson,781605,4,22,M,Divorced,"9,50,303",High(<75%)
2252,Cesar,781666,4,26,F,Married,"2,03,111",High(<75%)
2253,Brynn,781684,3,36,F,Never Married,"9,62,503",High(<75%)
2254,Abigale,781788,5,47,M,Never Married,"5,86,982",High(<75%)
2255,Isabelle,781932,3,70,F,Married,"6,75,847",High(<75%)
2256,Helen,782991,7,52,M,Married,"1,60,870",High(<75%)
2257,Alfredo,783021,1,46,M,Married,"1,72,288",High(<75%)
2258,Cade,783122,5,48,M,Married,"3,03,310",High(<75%)
2259,Hope,783153,5,21,F,Divorced,"9,61,347",High(<75%)
2260,Damien,783459,7,30,M,Married,"6,01,834",High(<75%)
2261,Alonzo,783976,4,45,F,Married,"6,74,184",High(<75%)
2262,Brenden,784131,1,27,F,Married,"5,22,324",High(<75%)
2263,Elizabeth,784756,2,35,M,Never Married,"4,17,095",High(<75%)
2264,Grady,784839,5,35,M,Married,"3,71,437",High(<75%)
2265,Gloria,785105,1,48,M,Never Married,"5,48,613",High(<75%)
2266,Cody,785285,4,23,M,Never Married,"3,21,309",High(<75%)
2267,Daquan,785335,4,56,M,Married,"2,38,689",High(<75%)
2268,Eddy,785743,7,30,M,Married,"6,17,699",High(<75%)
2269,Jazlyn,786060,4,42,M,Married,"9,45,857",High(<75%)
2270,Estefany,786243,2,25,M,Married,"1,34,256",High(<75%)
2271,Gerald,786256,9,37,F,Married,"86,409",High(<75%)
2272,Alexandria,786616,8,25,F,Never Married,"5,31,194",High(<75%)
2273,Ahmad,786889,7,25,F,Married,"7,47,998",High(<75%)
2274,Dwayne,787244,5,32,F,Never Married,"6,01,420",High(<75%)
2275,Guy,787273,2,30,M,Married,"83,532",High(<75%)
2276,Alisa,787343,2,51,F,Divorced,"6,08,692",High(<75%)
2277,Deonte,787415,1,48,F,Never Married,"1,25,337",High(<75%)
2278,Cory,787507,8,55,F,Married,"8,63,020",High(<75%)
2279,Heather,787673,2,24,M,Divorced,"97,120",High(<75%)
2280,Jasper,787861,4,63,M,Married,"9,22,608",High(<75%)
2281,Calvin,788278,9,38,M,Never Married,"85,804",High(<75%)
2282,Giovanni,788316,4,65,M,Divorced,"5,18,721",High(<75%)
2283,Immanuel,788616,5,57,M,Married,"7,94,695",High(<75%)
2284,Gabriela,788814,6,47,M,Married,"4,22,173",High(<75%)
2285,Iliana,789009,2,65,M,Married,"9,23,354",High(<75%)
2286,Alexa,789430,2,50,M,Married,"5,36,550",High(<75%)
2287,Jan,789453,5,45,F,Never Married,"1,10,547",High(<75%)
2288,Casey,789704,5,22,M,Never Married,"8,45,140",High(<75%)
2289,Felix,789754,8,18,F,Never Married,"3,44,911",High(<75%)
2290,Josh,789891,5,42,F,Never Married,"88,001",High(<75%)
2291,Brittney,789983,3,44,F,Married,"2,98,744",High(<75%)
2292,Cara,790357,5,25,M,Married,"9,84,435",High(<75%)
2293,Guadalupe,790397,5,21,M,Never Married,"5,98,598",High(<75%)
2294,Griffin,790895,4,38,F,Divorced,"91,032",High(<75%)
2295,Isis,792092,2,21,F,Married,"2,52,669",High(<75%)
2296,Daquan,792153,3,19,M,Divorced,"1,31,701",High(<75%)
2297,Brandi,792198,10,42,M,Never Married,"6,54,578",High(<75%)
2298,Julien,792511,4,70,M,Never Married,"3,14,904",High(<75%)
2299,Ellen,792696,4,67,F,Married,"79,159",High(<75%)
2300,Bo,792738,6,47,F,Married,"9,82,224",High(<75%)
2301,Dominic,792958,6,18,M,Married,"6,69,997",High(<75%)
2302,Jakayla,793615,2,59,F,Married,"66,406",High(<75%)
2303,Evelin,794323,2,60,M,Never Married,"8,11,511",High(<75%)
2304,Faith,795025,5,22,F,Married,"8,44,997",High(<75%)
2305,Darby,795372,2,45,M,Married,"4,56,518",High(<75%)
2306,Ciera,795736,6,30,F,Married,"3,39,898",High(<75%)
2307,Cruz,795990,4,60,F,Divorced,"6,58,475",High(<75%)
2308,Gaven,796597,1,33,M,Never Married,"1,75,993",High(<75%)
2309,Jamya,796929,1,58,F,Married,"2,56,084",High(<75%)
2310,Adriana,796976,6,56,M,Never Married,"3,67,776",High(<75%)
2311,Alexis,797039,7,30,M,Never Married,"5,11,304",High(<75%)
2312,Draven,797075,7,42,M,Divorced,"9,36,093",High(<75%)
2313,Judith,797241,6,48,M,Divorced,"9,55,138",High(<75%)
2314,Jana,797483,4,18,M,Married,"1,34,613",High(<75%)
2315,Aiden,797779,6,32,M,Divorced,"7,17,317",High(<75%)
2316,Howard,797796,2,64,M,Married,"4,51,028",High(<75%)
2317,Isabel,797806,5,26,M,Never Married,"7,29,897",High(<75%)
2318,Dontae,797809,4,63,M,Married,"4,21,690",High(<75%)
2319,Georgia,797965,4,69,M,Married,"7,66,118",High(<75%)
2320,Glen,798051,3,60,F,Never Married,"3,91,262",High(<75%)
2321,Brayden,798061,9,55,F,Divorced,"8,51,146",High(<75%)
2322,Alayna,798079,4,46,F,Divorced,"2,49,240",High(<75%)
2323,Ali,799779,3,27,M,Divorced,"4,01,376",High(<75%)
2324,Abbey,800262,6,52,F,Never Married,"2,22,418",High(<75%)
2325,Elissa,800353,6,70,F,Never Married,"4,52,213",High(<75%)
2326,Hazel,800841,8,25,F,Never Married,"6,98,441",High(<75%)
2327,Juan,801572,3,61,M,Married,"2,09,880",High(<75%)
2328,Briana,801964,4,32,M,Married,"5,05,979",High(<75%)
2329,Jamie,802037,2,34,F,Married,"1,87,870",High(<75%)
2330,Bella,802401,1,20,M,Married,"2,06,820",High(<75%)
2331,Erika,802563,4,36,M,Married,"1,89,138",High(<75%)
2332,Charles,802615,2,18,M,Married,"8,71,684",High(<75%)
2333,Carli,802710,3,32,M,Married,"2,76,856",High(<75%)
2334,Cordell,802724,5,64,M,Married,"5,18,538",High(<75%)
2335,Corinne,803393,3,24,M,Never Married,"5,87,286",High(<75%)
2336,Fernando,803432,6,69,M,Never Married,"2,79,600",High(<75%)
2337,Calvin,803597,9,40,M,Divorced,"8,90,925",High(<75%)
2338,Elissa,803709,5,43,F,Never Married,"1,05,997",High(<75%)
2339,Citlali,803830,8,63,M,Divorced,"4,40,672",High(<75%)
2340,Dayana,803850,4,35,F,Married,"6,55,481",High(<75%)
2341,Dario,804141,5,44,M,Married,"1,52,714",High(<75%)
2342,Enrique,805071,5,62,F,Married,"3,12,884",High(<75%)
2343,Georgia,805156,2,48,F,Married,"2,95,021",High(<75%)
2344,Brendan,805340,3,69,M,Married,"4,76,069",High(<75%)
2345,Erika,805487,4,42,M,Divorced,"3,22,953",High(<75%)
2346,Cullen,805803,2,57,F,Married,"5,16,598",High(<75%)
2347,Jackson,806504,5,55,M,Never Married,"7,25,237",High(<75%)
2348,Fatima,806594,4,45,M,Married,"8,73,587",High(<75%)
2349,Braden,807474,6,35,M,Married,"7,85,029",High(<75%)
2350,Holly,807704,6,53,M,Never Married,"85,461",High(<75%)
2351,Jerry,808039,4,40,F,Never Married,"6,67,723",High(<75%)
2352,Jazmine,808361,3,69,M,Married,"8,41,480",High(<75%)
2353,Dwayne,808425,6,68,M,Married,"7,88,584",High(<75%)
2354,Garrison,808457,3,34,M,Divorced,"7,16,559",High(<75%)
2355,Emiliano,808508,10,63,F,Never Married,"2,48,705",High(<75%)
2356,Adan,808574,4,56,F,Never Married,"4,73,183",High(<75%)
2357,Jazmyne,808895,4,54,M,Divorced,"3,48,780",High(<75%)
2358,Bret,809643,6,65,F,Divorced,"9,65,104",High(<75%)
2359,Easton,809893,6,18,F,Married,"7,55,504",High(<75%)
2360,Arturo,810050,7,36,M,Divorced,"75,615",High(<75%)
2361,Hudson,810594,1,64,F,Divorced,"7,19,051",High(<75%)
2362,Jeffrey,811575,3,44,F,Divorced,"1,87,745",High(<75%)
2363,Jonas,811686,6,46,M,Never Married,"6,16,931",High(<75%)
2364,Cedric,812052,4,34,M,Divorced,"2,58,692",High(<75%)
2365,Chaya,812109,4,41,M,Married,"7,70,424",High(<75%)
2366,Julianne,812523,3,52,M,Divorced,"7,00,495",High(<75%)
2367,Adeline,812884,9,49,M,Never Married,"1,82,725",High(<75%)
2368,Jonatan,812942,6,43,M,Married,"73,011",High(<75%)
2369,Jackson,813498,3,34,M,Married,"4,42,226",High(<75%)
